,Date,Value,Gia_Viet_Nam
14336,01/15/2026,3.5857,207704.77413050004
14337,01/16/2026,3.5482,205532.55419300002
14338,01/19/2026,3.552,205752.67248000004
14339,01/20/2026,3.4556,200168.619094
14340,01/21/2026,3.4698,200991.16637700005
14341,01/22/2026,3.4788,201512.49916200002
14342,01/23/2026,3.5153,203626.7932345
14343,01/26/2026,3.5686,206714.24183900002
14344,01/27/2026,3.696,214093.99704000002
14345,01/28/2026,3.5103,203337.16390950003
14346,01/29/2026,3.4492,199797.89355799998
14347,01/30/2026,3.3337,193107.4561505
14348,02/02/2026,3.3536,194260.18086400002
14349,02/03/2026,3.1538,182686.593037
14350,02/04/2026,3.0984,179477.500116
14351,02/05/2026,3.0765,178208.9236725
14352,02/06/2026,2.94,170302.0431
14353,02/09/2026,2.9907,173238.8844555
14354,02/10/2026,2.939,170244.117235
14355,02/11/2026,2.9238,169363.64408700002
14356,02/12/2026,2.9895,173169.3734175
14357,02/13/2026,2.9638,171680.678687
14358,02/16/2026,2.9623,171593.7898895
14359,02/17/2026,2.8355,164248.79020750002
14360,02/18/2026,2.8506,165123.470769
14361,02/19/2026,2.8562,165447.855613
14362,02/20/2026,2.8515,165175.60404750003
14363,02/23/2026,2.781,161091.830565
14364,02/24/2026,2.8408,164555.79729200003
14365,02/25/2026,2.8426,164660.06384900003
14366,02/26/2026,2.8126,162922.28789900002
14367,02/27/2026,2.8001,162198.21458650002
14368,03/02/2026,2.8384,164416.775216
14369,03/03/2026,2.826,163698.49449
14370,03/04/2026,2.907,168390.489555
14371,03/05/2026,2.9502,170892.886923
14372,03/06/2026,2.9397,170284.6653405
14373,03/09/2026,2.9960000000000004,173545.89154000004
14374,03/10/2026,2.991,173256.26221500002
14375,03/11/2026,2.991,173256.26221500002
